------------------------------------------------------------
Server listening on TCP port 2224
TCP window size:  128 KByte (default)
------------------------------------------------------------
[  1] local 172.31.208.211 port 2224 connected with 172.31.208.1 port 3895 (icwnd/mss/irtt=14/1452/305)
[ ID] Interval       Transfer     Bandwidth
[  1] 385.00-386.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 386.00-387.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 387.00-388.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 388.00-389.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 389.00-390.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 390.00-391.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 391.00-392.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 392.00-393.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 393.00-394.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 394.00-395.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 395.00-396.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 396.00-397.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 397.00-398.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 398.00-399.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 399.00-400.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 400.00-401.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 401.00-402.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 402.00-403.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 403.00-404.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 404.00-405.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 405.00-406.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 406.00-407.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 407.00-408.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 408.00-409.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 409.00-410.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 410.00-411.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 411.00-412.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 412.00-413.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 413.00-414.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 414.00-415.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 415.00-416.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 416.00-417.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 417.00-418.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 418.00-419.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 419.00-420.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 420.00-421.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 421.00-422.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 422.00-423.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 423.00-424.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 424.00-425.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 425.00-426.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 426.00-427.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 427.00-428.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 428.00-429.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 429.00-430.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 430.00-431.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 431.00-432.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 432.00-433.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 433.00-434.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 434.00-435.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 435.00-436.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 436.00-437.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 437.00-438.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 438.00-439.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 439.00-440.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 440.00-441.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 441.00-442.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 442.00-443.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 443.00-444.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 444.00-445.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 445.00-446.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 446.00-447.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 447.00-448.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 448.00-449.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 449.00-450.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 450.00-451.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 451.00-452.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 452.00-453.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 453.00-454.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 454.00-455.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 455.00-456.00 sec  0.000 Bytes  0.000 bits/sec
[  1] 456.00-457.00 sec  0.000 Bytes  0.000 bits/sec
Waiting for server threads to complete. Interrupt again to force quit.
[  1] 0.00-457.88 sec  8.79 MBytes   161 Kbits/sec
