------------------------------------------------------------
Server listening on UDP port 5004
UDP buffer size: 64.0 KByte (default)
------------------------------------------------------------
[  1] local 192.168.1.29 port 5004 connected with 192.168.1.60 port 18861
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  1] 257.00-258.00 sec   479 KBytes  3.93 Mbits/sec   3.598 ms 0/334 (0%)
[  1] 258.00-259.00 sec   491 KBytes  4.02 Mbits/sec   3.861 ms 0/342 (0%)
[  1] 259.00-260.00 sec   491 KBytes  4.02 Mbits/sec   3.797 ms 0/342 (0%)
[  1] 260.00-261.00 sec   492 KBytes  4.03 Mbits/sec   3.952 ms 0/343 (0%)
[  1] 261.00-262.00 sec   479 KBytes  3.93 Mbits/sec   2.864 ms 0/334 (0%)
[  1] 262.00-263.00 sec   498 KBytes  4.08 Mbits/sec   3.705 ms 0/347 (0%)
[  1] 263.00-264.00 sec   487 KBytes  3.99 Mbits/sec   3.923 ms 0/339 (0%)
[  1] 264.00-265.00 sec   508 KBytes  4.16 Mbits/sec   3.418 ms 0/354 (0%)
[  1] 265.00-266.00 sec   500 KBytes  4.09 Mbits/sec   3.208 ms 0/348 (0%)
[  1] 266.00-267.00 sec   482 KBytes  3.95 Mbits/sec   4.065 ms 0/336 (0%)
[  1] 267.00-268.00 sec   497 KBytes  4.07 Mbits/sec   3.636 ms 0/346 (0%)
[  1] 268.00-269.00 sec   478 KBytes  3.92 Mbits/sec   4.970 ms 0/333 (0%)
[  1] 269.00-270.00 sec   490 KBytes  4.01 Mbits/sec   3.996 ms 0/341 (0%)
[  1] 270.00-271.00 sec   484 KBytes  3.96 Mbits/sec   4.007 ms 0/337 (0%)
[  1] 271.00-272.00 sec   481 KBytes  3.94 Mbits/sec   5.120 ms 0/335 (0%)
[  1] 272.00-273.00 sec   482 KBytes  3.95 Mbits/sec   3.746 ms 0/336 (0%)
[  1] 273.00-274.00 sec   487 KBytes  3.99 Mbits/sec   3.039 ms 0/339 (0%)
[  1] 274.00-275.00 sec   484 KBytes  3.96 Mbits/sec   2.912 ms 0/337 (0%)
[  1] 275.00-276.00 sec   498 KBytes  4.08 Mbits/sec   3.451 ms 0/347 (0%)
[  1] 276.00-277.00 sec   485 KBytes  3.97 Mbits/sec   4.916 ms 0/338 (0%)
[  1] 277.00-278.00 sec   501 KBytes  4.10 Mbits/sec   3.413 ms 0/349 (0%)
[  1] 278.00-279.00 sec   495 KBytes  4.06 Mbits/sec   3.693 ms 0/345 (0%)
[  1] 279.00-280.00 sec   504 KBytes  4.13 Mbits/sec   3.298 ms 0/351 (0%)
[  1] 280.00-281.00 sec   492 KBytes  4.03 Mbits/sec   4.160 ms 0/343 (0%)
[  1] 281.00-282.00 sec   471 KBytes  3.86 Mbits/sec   3.508 ms 0/328 (0%)
[  1] 282.00-283.00 sec   504 KBytes  4.13 Mbits/sec   3.839 ms 0/351 (0%)
[  1] 283.00-284.00 sec   482 KBytes  3.95 Mbits/sec   3.795 ms 0/336 (0%)
[  1] 284.00-285.00 sec   478 KBytes  3.92 Mbits/sec   3.711 ms 0/333 (0%)
[  1] 285.00-286.00 sec   505 KBytes  4.14 Mbits/sec   3.187 ms 0/352 (0%)
[  1] 286.00-287.00 sec   475 KBytes  3.89 Mbits/sec   4.017 ms 0/331 (0%)
[  1] 287.00-288.00 sec   500 KBytes  4.09 Mbits/sec   3.964 ms 0/348 (0%)
[  1] 288.00-289.00 sec   501 KBytes  4.10 Mbits/sec   3.941 ms 0/349 (0%)
[  1] 289.00-290.00 sec   487 KBytes  3.99 Mbits/sec   3.512 ms 0/339 (0%)
[  1] 290.00-291.00 sec   492 KBytes  4.03 Mbits/sec   3.879 ms 0/343 (0%)
[  1] 291.00-292.00 sec   501 KBytes  4.10 Mbits/sec   2.754 ms 0/349 (0%)
[  1] 292.00-293.00 sec   492 KBytes  4.03 Mbits/sec   3.461 ms 0/343 (0%)
[  1] 293.00-294.00 sec   472 KBytes  3.87 Mbits/sec   4.160 ms 0/329 (0%)
[  1] 294.00-295.00 sec   504 KBytes  4.13 Mbits/sec   4.160 ms 0/351 (0%)
[  1] 295.00-296.00 sec   479 KBytes  3.93 Mbits/sec   3.186 ms 0/334 (0%)
[  1] 296.00-297.00 sec   479 KBytes  3.93 Mbits/sec   3.359 ms 0/334 (0%)
[  1] 297.00-298.00 sec   478 KBytes  3.92 Mbits/sec   4.808 ms 0/333 (0%)
[  1] 298.00-299.00 sec   488 KBytes  4.00 Mbits/sec   4.080 ms 0/340 (0%)
[  1] 299.00-300.00 sec   477 KBytes  3.90 Mbits/sec   4.772 ms 0/332 (0%)
[  1] 0.00-300.03 sec   125 MBytes  3.49 Mbits/sec   4.114 ms 9/89057 (0.01%)
[  1] 0.00-300.03 sec  40 datagrams received out-of-order
